ක‍්‍රියාකාරකම්වල	O
නිරත	O
වූ	O
පුද්ගලයින්	O
සිව්දෙනෙකු	O
අත්අඩංගුවට	O
ගෙන	O
තිබේ	O
.	O
මොවුන්	O
නෙදර්ලන්තය	LOC
තුළ	O
නීතී	O
විරෝධී	O
ලෙස	O
එල්.    ORG
ටී. ORG
ටී. ORG
ඊ	ORG
සංවිධානයට	O
අරමුදල්	O
රැස්කර	O
ඇති	O
බව	O
පරීක්‍ෂණ	O
වලින්	O
හෙළිවී	O
ඇත	O
.	O
එල්.    ORG
ටී. ORG
ටී. ORG
ඊ	ORG
සංවිධානය	O
නෙදර්ලන්තය	LOC
තුළ	O
තහනම්	O
සංවිධානයක්	O
බැවින්	O
එරට	O
තුළ	O
එම	O
සංවිධානයට	O
අරමුදල්	O
රැස්කිරීම	O
නීතියෙන්	O
තහනම්	O
කොට	O
තිබේ	O
.   O
නෙදර්ලන්ත	ORG
මහජන	ORG
පැමිණිලි	ORG
මෙහෙයුම්	ORG
කාර්යාලයේ	ORG
ප‍්‍රකාශකයෙකු	O
පවසා	O
ඇත්තේ	O
එරට	O
ප‍්‍රදේශ	O
හතරකින්	O
මෙම	O
එල්.    ORG
ටී. ORG
ටී. ORG
ඊ	ORG
සැකකරුවන්	O
සිව්දෙනා	O
අත්අඩංගුවට	O
ගෙන	O
ඇති	O
බවයි	O
.	O
මිට	O
පෙර	O
පසුගිය	O
අප්‍රේල්	O
මාසයේදී	O
මේ	O
ආකාරයටම	O
නෙදර්ලන්තයේදී	LOC
එල්.    ORG
ටී. ORG
ටී. ORG
ඊ	ORG
ක‍්‍රියාකාරකම්	O
වලට	O
සම්බන්ධ	O
පුද්ගලයින්	O
07	O
දෙනෙකු	O
අත්අඩංගුවට	O
ගනු	O
ලැබිණි	O
.	O
නෙදර්ලන්තය	LOC
තුළ	O
සිදුවන	O
එල්.    ORG
ටී. ORG
ටී. ORG
ඊ	ORG
ක‍්‍රියාකාරකම්	O
සම්බන්ධයෙන්	O
ඉදිරියටත්	O
දැඩි	O
අවාධානයෙන්	O
සිටින	O
බව	O
නෙදර්ලන්ත	ORG
පොලිසිය	ORG
සඳහන්	O
කරයි	O
.	O
චෙන්නායි	LOC
ගුවන්තොටුපළ	LOC
වෙත	O
පැමිණි	O
ශ්‍රී	O
ලාංකිකයින්	O
දෙදෙනකු	O
එහි	O
ආරක්ෂක	O
අංශ	O
පරීක්ෂා	O
කිරීමට	O
උත්සහ	O
කිරීමේ	O
දී	O
පලාගොස්	O
ඇති	O
බව	O
ඉන්දීය	LOC
මාධ්‍ය	O
වාර්තා	O
කරයි	O
.	O
ගුවන්තොටුපළ	O
වෙත	O
ශ්‍රී	O
ලාංකිකයින්	O
තිදෙනෙකු	O
පැමිණ	O
ඇති	O
අතර	O
පලාගොස්	O
ඇත්තේ	O
ඉන්	O
දෙදෙනකු	O
බව	O
සඳහන්ය	O
.	O
අදාළ	O
පුද්ගලයින්	O
දෙදෙනා	O
සතු	O
ගමන්	O
මළු	O
පරීක්ෂා	O
කිරිමට	O
අවශ්‍ය	O
බව	O
ආරක්ෂක	O
අංශ	O
දැන්වීමෙන්	O
අනතුරුව	O
එය	O
ප්‍රතික්ෂේප	O
කළ	O
ඔවුන්	O
ගමන්	O
මළු	O
දමා	O
පිටවගොස්	O
ඇති	O
බව	O
වාර්තා	O
වේ	O
.	O
මේ	O
හේතුවෙන්	O
එරට	O
බෝම්බ	O
නිෂ්ක්‍රිය	O
අංශ	O
ඇතුළු	O
ආරක්ෂක	O
අංශ	O
කැඳවීමට	O
ගුවන්තොටුපළ	O
බලධාරීන්	O
කටයුතු	O
කර	O
තිබේ	O
.	O
කෙසේවෙතත්	O
එක්	O
ගමන්	O
මල්ලක	O
තිබී	O
ගඩොල්	O
කැටයක්	O
හමුවී	O
ඇති	O
බව	O
ඉන්දීය	LOC
මාධ්‍ය	O
වාර්තා	O
කරයි	O
.	O
පුපුරන	O
ද්‍රව්‍ය	O
හෝ	O
වෙනත්	O
යමක්	O
රහසිගතව	O
‍ගෙන	O
යාමට	O
හැකියාවක්	O
ඇත්	O
ද	O
යන්න	O
පිළිබඳ	O
අත්හදා	O
බැලීම	O
සඳහා	O
මොවුන්	O
දෙ‍ෙදනා	O
මෙම	O
උත්සහය	O
දරා	O
ඇති	O
බවට	O
ඉන්දීය	LOC
බලධාරීන්	O
සැක	O
පළ	O
කරයි	O
.	O
උතුරේ	O
ජනජීවිතය	O
නගා	O
සිටුවීම	O
සඳහා	O
රජය	O
ගෙන	O
යන	O
වැඩපිළිවෙළ	O
ප්‍රශංසනීය	O
බව	O
ජපාන	LOC
විශේෂ	O
නියෝජිත	O
යසුෂි	PER
අකාශි	PER
මහතා	O
පවසයි	O
.	O
අකාශි	PER
මහතා	O
අරලිය	LOC
ගහ	LOC
මන්දිරයේ	LOC
දී	O
ජනාධිපති	O
මහින්ද	PER
රාජපක්ෂ	PER
මහතා	O
හමුවූ	O
අවස්ථාවේ	O
මේ	O
කරුණු	O
ප්‍රකාශ	O
කළ	O
බව	O
ජනාධිපති	ORG
මාධ්‍ය	ORG
අංශය	ORG
සඳහන්	O
කරයි	O
.	O
මෙරට	O
සංවර්ධන	O
කටයුතු	O
සඳහා	O
ජපන්	ORG
රජය	ORG
අඛණ්ඩව	O
සහය	O
ලබාදීමට	O
කටයුතු	O
කරන	O
බව	O
ද	O
අකාශි	PER
මහතා	O
ප්‍රකාශ	O
කර	O
තිබේ	O
.	O
එල්.	ORG
ටී.	ORG
ටී.	ORG
ඊ	ORG
පාලන	O
කාලය	O
තුළ	O
තමා	O
කිලිනොච්චියේ	LOC
සංචාරය	O
කළ	O
බවත්	O
එම	O
කාලයට	O
සාපේක්ෂව	O
අද	O
වන	O
විට	O
කිලිනොච්චිය	LOC
සුවිසල්	O
වෙනසකට	O
ලක්ව	O
ඇති	O
බව	O
ද	O
අකාශි	PER
මහතා	O
ප්‍රකාශ	O
කළේය	O
.	O
තිරසාර	O
සාමයක්	O
වෙනුවෙන්	O
රජය	O
ඉටුකරන	O
කාර්යභාරය	O
උතුරු	O
ප්‍රදේශයේ	O
සිදුවන	O
සංවර්ධනය	O
තුළින්	O
පෙනී	O
යන්නේ	O
යැයි	O
මෙම	O
හමු‍වේ	O
දී	O
අකාශි	PER
මහතා	O
වැඩිදුරටත්	O
සඳහන්	O
කර	O
තිබේ	O
.	O
නාගරික	O
ජනාවාස	O
පවත්වාගෙන	O
යාමට	O
බාධාකාරී	O
වන	O
අනවසර	O
ඉදිකිරීම්	O
සියල්ල	O
ඉවත්	O
කිරීමට	O
පියවර	O
ගන්නා	O
බව	O
ඉදිකිරීම්	O
,	O
ඉංජිනේරු	O
,	O
නිවාස	O
හා	O
පොදු	O
පහසුකම්	O
අමාත්‍ය	O
විමල්	PER
වීරවංශ	PER
මහතා	O
පවසයි	O
.	O
අද	O
පෙරවරුවේ	O
මොරටුව	LOC
,	O
සොයිසාපුර	LOC
මහල්	LOC
නිවාස	LOC
සංකීර්ණයේ	LOC
සිදුකළ	O
නිරීක්ෂණ	O
චාරිකාවකට	O
එක්වෙමින්	O
ඔහු	O
මේ	O
බව	O
සඳහන්	O
කළේය	O
.	O
එහිදී	O
එම	O
නිවාස	O
සංකීර්ණය	O
ආශ්‍රිතව	O
වෙසෙන	O
ජනතාවගේ	O
පොදු	O
ගැටලු	O
විසඳීම	O
සඳහා	O
ජංගම	O
සේවාවක්	O
ද	O
ක්‍රියාත්මක‍	O
කෙරුණි	O
.	O
කළමනාකරණ	O
සංස්ථා	O
පවත්වාගෙන	O
යාමට	O
බාධාවන	O
ආකාරයෙන්	O
පවතින	O
අනවසර	O
ඉදිකිරීම්	O
ඉවත්	O
කිරීමට	O
කටයුතු	O
කරන	O
බව	O
එම	O
අවස්ථාවට	O
සහභාගී	O
වෙමින්	O
විමල්	PER
වීරවංශ	PER
මහතා	O
අවධාරණය	O
කළේය	O
.	O
නිවාස	O
ව්‍යාපෘතිවල	O
වෙසෙන	O
ජනතාවගේ	O
ජන	O
ජීවිතය	O
නගා	O
සිටුවීමේ	O
අරමුණින්	O
ඉදිරියේදීත්	O
වැඩසටහන්	O
රැසක්	O
ක්‍රියාත්මක	O
කිරීමට	O
කටයුතු	O
කරන	O
බව	O
ඔහු	O
එහිදී	O
වැඩිදුරටත්	O
සඳහන්	O
කළේය	O
.	O
විල්පත්තු	LOC
ජාතික	LOC
වනෝද්‍යානය	LOC
නැරඹීමට	O
පැමිණෙන	O
විදෙස්	O
සංචාරකයින්ගෙන්	O
වන	ORG
ජීවි	ORG
දෙපාර්තමේන්තුව	ORG
ප්‍රවේශ	O
පත්‍ර	O
සඳහා	O
අය	O
කරන	O
ගාස්තුව	O
අඩු	O
කළ	O
යුතු	O
බව	O
විල්පත්තු	ORG
ජාතික	ORG
ජීප්	ORG
රථ	ORG
හිමියන්ගේ	ORG
සංගමය	ORG
පවසයි	O
.	O
වනෝද්‍යානය	O
නැරඹීම	O
සඳහා	O
පැමිණෙන	O
දේශීය	O
සංචාරකයකුගෙන්	O
රුපියල්	O
60	O
ක	O
මුදලක්	O
අය	O
කරන	O
බව	O
ඔවුන්	O
පෙන්වා	O
දෙයි	O
.	O
එහෙත්	O
විදේශීය	O
සංචාරකයෙකුගෙන්	O
රුපියල්	O
2000	O
කට	O
ආසන්න	O
මුදලක්	O
ප්‍රවේශ	O
පත්‍ර	O
සඳහා	O
අය	O
කර	O
ගන්නා	O
බව	O
වාර්තා	O
වේ	O
.	O
මේ	O
නිසා	O
බොහෝ	O
සංචාරකයන්	O
වනෝද්‍යානය	O
අසලට	O
පැමිණ	O
යළි	O
හැරී	O
යන	O
බව	O
විල්පත්තු	ORG
ජාතික	ORG
ජීප්	ORG
රථ	ORG
හිමියන්ගේ	ORG
සංගමය	ORG
පෙන්වා	O
දෙයි	O
.	O
මේ	O
තත්ත්වය	O
මත	O
තමන්	O
ද	O
දුෂ්කරතාවයට	O
පත්	O
ව	O
ඇතැයි	O
පෙන්වා	O
දෙන	O
එම	O
සංගමය	O
සංචාරකයන්	O
වැඩි	O
වශයෙන්	O
ගෙන්වා	O
ගැනීම	O
සඳහා	O
වන	O
ජීවි	ORG
දෙපාර්තමේන්තුව	ORG
පියවර	O
ගත	O
යුතු	O
බව	O
කියා	O
සිටියි	O
.	O
ලෝක	ORG
බැංකුව	ORG
හා	O
ජාත්‍යන්තර	ORG
මූල්‍ය	ORG
අරමුදල	ORG
ශ්‍රී	LOC
ලංකාවේ	LOC
සතුරන්	O
නොවන	O
බව	O
ජනමාධ්‍ය	O
හා	O
ප්‍රවෘත්ති	O
අමාත්‍ය	O
කෙහෙළිය	PER
රඹුක්වැල්ල	PER
මහතා	O
පවසයි	O
.	O
එම	O
මිත්‍රත්වය	O
රටට	O
අවශ්‍ය	O
අන්දමේ	O
මිත්‍රත්වයක්	O
මිස	O
ඔවුන්	O
ඉදිරියෙහි	O
දණ	O
නැමීමට	O
මෙරට	O
සූදානම්	O
නොවන	O
බව	O
ද	O
ඔහු	O
අවධාරණය	O
කරයි	O
.	O
ජාත්‍යන්තර	ORG
මූල්‍ය	ORG
අරමුදල	ORG
ශ්‍රී	LOC
ලංකාවට	LOC
ණය	O
පහසුකම්	O
ලබාදීමට	O
තීරණය	O
කර	O
ඇත්තේ	O
ශ්‍රී	LOC
ලංකාවේ	LOC
ආර්ථික	O
වර්ධනය	O
පිළිබඳ	O
විමසා	O
බලා	O
ඒ	O
ගැන	O
පැහැදීමකින්	O
බව	O
ද	O
රඹුක්වැල්ල	PER
මහතා	O
පෙන්වාදෙයි	O
.	O
අද	O
කොළඹ	LOC
පැවති	O
මාධ්‍ය	O
හමුවකදී	O
අදහස්	O
දක්වමින්	O
ජනමාධ්‍ය	O
අමාත්‍යවරයා	O
මේ	O
කරුණු	O
සඳහන්	O
කළේය	O
.	O
දීර්ඝ	O
කාලයක	O
සිට	O
වසා	O
දමා	O
තිබූ	O
මහනුවර	LOC
දළඳා	LOC
වීදියේ	LOC
ඉහළ	O
කොටස	O
මාර්ගය	O
විවෘත	O
කිරීමට	O
මල්වතු	O
මහානායක	O
අති	O
පූජ්‍ය	O
තිබ්බටුවාවේ	PER
ශ්‍රී	PER
සුමංගල	PER
නාහිමියන්	O
අවසර	O
ලබා	O
දී	O
තිබේ	O
.	O
ශ්‍රී	LOC
දළඳා	LOC
මාළිගාවට	LOC
එල්ල	O
වූ	O
ත්‍රස්ත	O
ප්‍රහාරය	O
හේතුවෙන්	O
මෙම	O
මාර්ගය	O
1998	O
වර්ෂයේ	O
දී	O
ආරක්ෂක	O
හේතුන්	O
මත	O
වසා	O
දැමුණි	O
.	O
මහනුවර	LOC
නගරයේ	O
දැනට	O
පවතින	O
අධික	O
වාහන	O
තදබදයට	O
පිළියමක්	O
වශයෙන්	O
අදාළ	O
මාර්ගය	O
යළි	O
විවෘත	O
කිරීම	O
පිළිබඳව	O
අවධානය	O
යොමුව	O
තිබේ	O
.	O
මහනුවර	ORG
මහ	ORG
නගර	ORG
සභාවේ	ORG
වැඩබලන	O
නගරාධිපති	O
සුමින්ද	PER
වික්‍රමසිංහ	PER
මහතා	O
ඇතුළු	O
මන්ත්‍රී	O
කණ්ඩායමක්	O
විසින්	O
මහනාහිමියන්ගෙන්	O
කළ	O
ඉල්ලීමකට	O
අනුව	O
මේ	O
සඳහා	O
එකඟත්වය	O
පළ	O
කර	O
ඇති	O
බව	O
සඳහන්ය	O
.	O
ඉන්දුනීසියාවේ	LOC
සුමාත්‍රා	LOC
ගිනි	O
කන්ද	O
සක්‍රීය	O
වීමට	O
පටන්	O
‍ගෙන	O
තිබේ	O
.	O
ගිනි	O
කන්ද	O
අවට	O
සිටින	O
පුද්ගලයින්	O
දස	O
දහසක්	O
පමණ	O
මේ	O
වන	O
විටත්	O
ආරක්ෂිත	O
ස්ථාන	O
වලට	O
ගමන්	O
කර	O
ඇති	O
බව	O
විදෙස්	O
මාධ්‍ය	O
වාර්තා	O
කරයි	O
.	O
මේ	O
වන	O
විට	O
ගිනි	O
කන්දෙන්	O
දුම්	O
සහ	O
අලු	O
පිටවීම	O
පටන්	O
ගෙන	O
ඇති	O
බව	O
ද	O
සඳහන්ය	O
.	O
ගිනි	O
කන්ද	O
අවට	O
මීටර	O
1500	O
ක්	O
පමණ	O
ප්‍රදේශයක්	O
දුම්	O
සහ	O
අලු	O
වලා	O
වලින්	O
වැසී	O
ගොස්	O
ඇත	O
.	O
ඊයේ	O
සිට	O
ගිනි	O
කන්දේ	O
දුම්	O
පිටවීම	O
ඉහළ	O
ගොස්	O
ඇති	O
බව	O
විදෙස්	O
මාධ්‍ය	O
වාර්තා	O
කරයි	O
.	O
අදාළ	O
ප්‍රදේශයේ	O
ජනතාවට	O
අවශ්‍ය	O
‍සහන	O
සේවා	O
කටයුතු	O
සැලසීමට	O
කඩිනමින්	O
කටයුතු	O
යොදා	O
ඇති	O
බව	O
ඉන්දුනීසියානු	ORG
ජාතික	ORG
ආපදා	ORG
කළමනාකරණ	ORG
මධ්‍යස්ථානය	ORG
පෙන්වා	O
දෙයි	O
.	O
ගාල්ල	LOC
-	O
කොළඹ	LOC
ප්‍රධාන	O
මාර්ගයේ	O
බේරුවල	LOC
පොල්කොටුව	LOC
ප්‍රදේශයේදී	O
සිදුවු	O
රිය	O
අනතුරකින්	O
කුඩා	O
දරුවෙකු	O
සහ	O
තවත්	O
අයෙකු	O
මියගොස්	O
තිබේ	O
.	O
අනතුරින්	O
තුවාල	O
ලැබු	O
තවත්	O
තිදෙනෙකු	O
නාගොඩ	ORG
රෝහලට	ORG
ඇතුළත්	O
කර	O
ඇති	O
බව	O
පොලිසිය	O
පවසයි	O
.	O
අද	O
පෙරවරු	O
9ට	O
පමණ	O
පුද්ගලික	O
බස්	O
රථයක්	O
හා	O
ත්‍රිරෝද	O
රථයක්	O
එකිනෙක	O
ගැටීමෙන්	O
අනතුර	O
සිදුව	O
ඇත	O
.	O
අනතුරින්	O
මියගොස්	O
ඇත්තේ	O
ත්‍රිරෝද	O
රථයේ	O
රියදුරු	O
සහ	O
ඔහුගේ	O
වයස	O
අවුරුදු	O
පහක්	O
පමණ	O
වු	O
දියණිය	O
බව	O
පොලිසිය	O
සඳහන්	O
කරයි	O
.	O
අනතුර	O
සිදුකළ	O
බස්	O
රථයේ	O
රියදුරු	O
අත්	O
අඩංගුවට	O
ගෙන	O
ඇති	O
අතර	O
බේරුවල	ORG
පොලිසිය	ORG
වැඩි	O
දුර	O
විමර්ශන	O
සිදුකරයි	O
.	O
සෞදි	LOC
අරාබියේ	LOC
සේවයට	O
ගොස්	O
හිංසාවට	O
ලක්ව	O
යළි	O
මෙරටට	O
පැමිණි	O
මාතර	LOC
තිහගොඩ	LOC
ප්‍රදේශයේ	O
කාන්තාවට	O
නව	O
නිවසක්	O
ඉදිකර	O
දීමට	O
පියවර	O
ගන්නා	O
බව	O
ජාතික	ORG
නිවාස	ORG
සංවර්ධන	ORG
අධිකාරිය	ORG
පවසයි	O
.	O
සෙවණ	ORG
අරමුදලේ	ORG
මූල්‍ය	O
දායකත්වයෙන්	O
අදාළ	O
නිවස	O
ඉදිකරන	O
බව	O
එම	O
අධිකාරියේ	O
සභාපති	O
ජයන්ත	PER
සමරවීර	PER
මහතා	O
පවසයි	O
.	O
ප්‍රදේශවාසීන්	O
සහ	O
නිවසේ	O
සෙසු	O
සාමාජිකයන්ගේ	O
දායකත්වයෙන්	O
ඉදිරි	O
මාස	O
කිහිපය	O
තුළ	O
ඉදිකිරීම්	O
ආරම්භ	O
කිරීමට	O
නියමිතය	O
.	O
නිවාස	O
සහ	O
පොදු	O
පහසුකම්	O
අමාත්‍ය	O
විමල්	PER
වීරවංශ	PER
මහතාගේ	O
උපදෙස්	O
පරිදි	O
මෙම	O
පියවර	O
ගත්	O
බව	O
ද	O
ජාතික	ORG
නිවාස	ORG
සංවර්ධන	ORG
අධිකාරිය	ORG
සඳහන්	O
කරයි	O
.	O
ජනතාව	O
ඉල්ලා	O
සිටින	O
අපේක්ෂාවන්	O
ඉටුකිරීමට	O
දේශපාලකයන්	O
බැඳී	O
සිටිය	O
යුතු	O
බව	O
එක්සත්	ORG
ජාතික	ORG
පක්ෂ	ORG
පාර්ලිමේන්තු	O
මන්ත්‍රී	O
සජිත්	PER
ප්‍රේමදාස	PER
මහතා	O
පවසයි	O
.	O
ජනතාවගේ	O
ඉල්ලුමට	O
සැපයුම	O
ලබාදීම	O
නිවැරදි	O
දේශපාලනය	O
වන	O
බව	O
ඔහු	O
සඳහන්	O
කරයි	O
.	O
හම්බන්තොට	LOC
මිරිස්වත්ත	LOC
ප්‍රදේශයේ	O
පැවති	O
ජනහමුවක්	O
අමතමින්	O
මන්ත්‍රීවරයා	O
මේ	O
අදහස්	O
පළ	O
කළේය	O
.	O
